kc,ku,mc,mr,nc,nr,pack_c,X,time,peak,backend
4,2,64,1,256,16,1,[4; 2; 64; 1; 256; 16; 1],0.017634447751333937,0.22652114171213972,tvm
8,1,8,1,64,64,0,[8; 1; 8; 1; 64; 64; 0],0.009224459376127925,0.43304166403863636,tvm
16,1,32,1,256,64,1,[16; 1; 32; 1; 256; 64; 1],0.008713917748536915,0.45841323654517346,tvm
16,4,4,1,128,128,1,[16; 4; 4; 1; 128; 128; 1],0.01034446399717126,0.3861558452122384,tvm
8,4,8,1,64,16,1,[8; 4; 8; 1; 64; 16; 1],0.0151813051343197,0.26312462616042676,tvm
4,1,16,1,256,128,1,[4; 1; 16; 1; 256; 128; 1],0.008615265433036257,0.4636624685732335,tvm
8,2,8,1,64,16,1,[8; 2; 8; 1; 64; 16; 1],0.014531004868331365,0.27490013762234367,tvm
8,2,8,1,64,64,0,[8; 2; 8; 1; 64; 64; 0],0.00807425675156992,0.49472977649844396,tvm
4,1,64,1,128,16,1,[4; 1; 64; 1; 128; 16; 1],0.015798658758285455,0.25284268109154023,tvm
8,4,4,1,1024,16,1,[8; 4; 4; 1; 1024; 16; 1],0.008494105684803799,0.47027614045839444,tvm
8,2,4,1,1024,128,1,[8; 2; 4; 1; 1024; 128; 1],0.013415267996606417,0.29776335732582626,tvm
4,4,64,1,512,64,1,[4; 4; 64; 1; 512; 64; 1],0.008650868308905046,0.46175425349884186,tvm
8,1,32,1,512,16,1,[8; 1; 32; 1; 512; 16; 1],0.014698964499984868,0.27175895540800515,tvm
8,1,2,1,1024,16,1,[8; 1; 2; 1; 1024; 16; 1],0.007877721938712057,0.5070723832565635,tvm
4,1,32,1,1024,64,1,[4; 1; 32; 1; 1024; 64; 1],0.016605627752142027,0.2405555091152734,tvm
8,1,2,1,256,16,1,[8; 1; 2; 1; 256; 16; 1],0.00854820862878114,0.46729968950989575,tvm
4,4,8,1,512,64,1,[4; 4; 8; 1; 512; 64; 1],0.00812029093503952,0.4919251379108127,tvm
4,4,2,1,64,64,1,[4; 4; 2; 1; 64; 64; 1],0.008212513312173542,0.4864010670368125,tvm
4,2,8,1,128,64,0,[4; 2; 8; 1; 128; 64; 0],0.010658224753569812,0.37478804683278194,tvm
4,2,2,1,512,64,1,[4; 2; 2; 1; 512; 64; 1],0.007849411565985065,0.5089012347633141,tvm
4,2,4,1,1024,64,1,[4; 2; 4; 1; 1024; 64; 1],0.008503326935169753,0.469766159592627,tvm
8,1,32,1,256,128,1,[8; 1; 32; 1; 256; 128; 1],0.009771273063961416,0.40880806543295795,tvm
4,2,32,1,512,64,1,[4; 2; 32; 1; 512; 64; 1],0.009020591372973286,0.4428285322915123,tvm
8,1,64,1,128,16,1,[8; 1; 64; 1; 128; 16; 1],0.013843585751601495,0.2885506190210239,tvm
4,2,16,1,512,64,1,[4; 2; 16; 1; 512; 64; 1],0.009354114183224738,0.4270393924909465,tvm
8,4,64,1,512,64,1,[8; 4; 64; 1; 512; 64; 1],0.007617803443281446,0.5243736292012458,tvm
4,2,4,1,256,64,1,[4; 2; 4; 1; 256; 64; 1],0.008945650435634889,0.4465382664834406,tvm
4,2,8,1,64,64,1,[4; 2; 8; 1; 64; 64; 1],0.008535965564078651,0.4679699335837705,tvm
8,2,1,1,128,16,1,[8; 2; 1; 1; 128; 16; 1],0.010216196315013804,0.39100415799809746,tvm
8,4,32,1,128,64,0,[8; 4; 32; 1; 128; 64; 0],0.008387818998016883,0.47623526914918746,tvm
8,2,2,1,64,64,1,[8; 2; 2; 1; 64; 64; 1],0.010289199752151035,0.38822992402884804,tvm
8,1,4,1,128,128,1,[8; 1; 4; 1; 128; 128; 1],0.009380550189234782,0.425835921935523,tvm
8,4,4,1,256,64,1,[8; 4; 4; 1; 256; 64; 1],0.008582208000007086,0.46544842983203627,tvm
8,2,16,1,1024,64,1,[8; 2; 16; 1; 1024; 64; 1],0.00818389424966881,0.48810201063593806,tvm
8,2,64,1,256,64,1,[8; 2; 64; 1; 256; 64; 1],0.00765091493667569,0.5221042543482878,tvm
8,2,16,1,64,64,1,[8; 2; 16; 1; 64; 64; 1],0.00849481375189498,0.47023694159323365,tvm
8,1,8,1,128,128,1,[8; 1; 8; 1; 128; 128; 1],0.009322546065959614,0.428485438401967,tvm
4,4,8,1,256,128,0,[4; 4; 8; 1; 256; 128; 0],0.009167198128125165,0.43574658060894245,tvm
8,4,2,1,64,16,0,[8; 4; 2; 1; 64; 16; 0],0.009648999686760362,0.4139885343323512,tvm
16,4,8,1,256,128,0,[16; 4; 8; 1; 256; 128; 0],0.009126874370849691,0.43767176754985315,tvm
8,2,16,1,1024,128,0,[8; 2; 16; 1; 1024; 128; 0],0.00997302037285408,0.4005381608332231,tvm
8,1,2,1,256,64,0,[8; 1; 2; 1; 256; 64; 0],0.011247130809351802,0.35516393521215345,tvm
16,1,2,1,1024,64,1,[16; 1; 2; 1; 1024; 64; 1],0.01846648525679484,0.2163148635242006,tvm
8,4,8,1,512,128,0,[8; 4; 8; 1; 512; 128; 0],0.009467409312492236,0.4219290733341803,tvm
8,8,2,1,512,16,0,[8; 8; 2; 1; 512; 16; 0],0.008478947005642112,0.4711169011242957,tvm
16,4,2,1,128,16,0,[16; 4; 2; 1; 128; 16; 0],0.016487107626744546,0.24228477963080933,tvm
8,1,2,1,64,16,1,[8; 1; 2; 1; 64; 16; 1],0.00863230262621073,0.46274735850505194,tvm
4,1,1,1,1024,16,1,[4; 1; 1; 1; 1024; 16; 1],0.009029577500768937,0.4423878346196231,tvm
8,1,32,1,1024,128,1,[8; 1; 32; 1; 1024; 128; 1],0.007080962619511411,0.5641288413369516,tvm
8,1,4,1,128,64,0,[8; 1; 4; 1; 128; 64; 0],0.007911099623015616,0.5049329964792624,tvm
8,1,8,1,128,64,0,[8; 1; 8; 1; 128; 64; 0],0.007804593937180471,0.5118235836800421,tvm
4,4,64,1,1024,64,1,[4; 4; 64; 1; 1024; 64; 1],0.017609286136575975,0.22684481398698883,tvm
16,4,2,1,1024,16,1,[16; 4; 2; 1; 1024; 16; 1],0.01260861825721804,0.31681308424168275,tvm
8,4,64,1,256,64,0,[8; 4; 64; 1; 256; 64; 0],0.007809770620951895,0.5114843229042697,tvm
8,4,64,1,128,64,0,[8; 4; 64; 1; 128; 64; 0],0.007677468878682703,0.5202984604973906,tvm
16,2,4,1,256,64,0,[16; 2; 4; 1; 256; 64; 0],0.011206471812329255,0.3564525307332183,tvm
16,2,4,1,128,64,0,[16; 2; 4; 1; 128; 64; 0],0.011831565250759013,0.337620184095167,tvm
16,8,16,1,1024,64,0,[16; 8; 16; 1; 1024; 64; 0],0.007625230122357607,0.523862909577367,tvm
4,2,1,1,64,64,1,[4; 2; 1; 1; 64; 64; 1],0.007198744628112763,0.5548988670184934,tvm
4,2,4,1,1024,64,1,[4; 2; 4; 1; 1024; 64; 1],0.008533487874956336,0.46810580815592684,tvm
4,4,16,1,128,128,1,[4; 4; 16; 1; 128; 128; 1],0.00731838137289742,0.5458276953000258,tvm
16,1,64,1,512,64,1,[16; 1; 64; 1; 512; 64; 1],0.008207150189264212,0.48671891533318706,tvm
16,8,32,1,1024,64,1,[16; 8; 32; 1; 1024; 64; 1],0.007100778755557258,0.562554527553612,tvm
8,4,64,1,1024,128,0,[8; 4; 64; 1; 1024; 128; 0],0.00911531706515234,0.4382266913529989,tvm
8,4,64,1,512,128,0,[8; 4; 64; 1; 512; 128; 0],0.007560225123597775,0.5283672341484842,tvm
8,4,4,1,1024,16,1,[8; 4; 4; 1; 1024; 16; 1],0.008770653752435464,0.4554478321511679,tvm
8,2,1,1,512,64,1,[8; 2; 1; 1; 512; 64; 1],0.008284710558655206,0.482162316934781,tvm
4,4,32,1,128,64,0,[4; 4; 32; 1; 128; 64; 0],0.01662432387820445,0.24028497443630664,tvm
16,1,2,1,256,16,1,[16; 1; 2; 1; 256; 16; 1],0.014987654620199464,0.2665243721797264,tvm
4,2,2,1,256,64,1,[4; 2; 2; 1; 256; 64; 1],0.009400448499945924,0.4249345377636202,tvm
16,1,8,1,64,64,0,[16; 1; 8; 1; 64; 64; 0],0.008194348622055259,0.4874792887556378,tvm
4,1,64,1,256,64,0,[4; 1; 64; 1; 256; 64; 0],0.017983144003665075,0.22212885785050263,tvm
16,16,64,1,64,64,1,[16; 16; 64; 1; 64; 64; 1],0.008304098504595459,0.48103659125486703,tvm
16,2,16,1,1024,64,1,[16; 2; 16; 1; 1024; 64; 1],0.007858903627493419,0.5082865788200662,tvm
16,8,64,1,512,64,1,[16; 8; 64; 1; 512; 64; 1],0.008083881752099842,0.4941407309746485,tvm
8,4,16,1,1024,64,0,[8; 4; 16; 1; 1024; 64; 0],0.00783886706631165,0.5095857863520027,tvm
16,8,1,1,64,64,1,[16; 8; 1; 1; 64; 64; 1],0.008410866437770892,0.47493029019658395,tvm
8,4,32,1,512,128,1,[8; 4; 32; 1; 512; 128; 1],0.009019549746881239,0.44287967251097804,tvm
16,8,32,1,512,64,0,[16; 8; 32; 1; 512; 64; 0],0.007516575940826442,0.5314354926421507,tvm
8,4,1,1,1024,64,1,[8; 4; 1; 1; 1024; 64; 1],0.008394500691792928,0.4758562045269261,tvm
8,8,2,1,512,64,1,[8; 8; 2; 1; 512; 64; 1],0.012792499124770984,0.31225917618866755,tvm
16,4,16,1,128,64,0,[16; 4; 16; 1; 128; 64; 0],0.008815200126264244,0.45314629059795175,tvm
4,2,32,1,512,64,1,[4; 2; 32; 1; 512; 64; 1],0.009032357062096708,0.44225169694165806,tvm
8,2,1,1,128,64,1,[8; 2; 1; 1; 128; 64; 1],0.009444653318496421,0.4229456713114347,tvm
8,4,2,1,256,64,1,[8; 4; 2; 1; 256; 64; 1],0.012482583813834935,0.3200118899796927,tvm
